Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Number_of_genres,Title_len,sep_Overview,IMDB_Rating_power_2_plus_price,Rating_trans,IMDB_Rating_norm_sum,IMDB_Rating_sub_mean,IMDB_Rating_norm_minmax,is_top_movie,Rating_on_1_to_2_scale,random_score,Genre_code,orig_index
Le samouraï,1967,"Crime, Drama, Mystery",105 min,8.1,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,3,11,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,33,82,396
One Flew Over the Cuckoo's Nest,1975,Drama,133 min,8.7,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",1,31,1,84.38999999999999,2.949576240750525,0.00281644545160246,0.5063660477453702,0.5384615384615377,0,1,60,87,400
The Kid,1921,"Comedy, Drama, Family",68 min,8.3,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",3,7,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,27,69,401
Badhaai ho,2018,"Comedy, Drama",124 min,8.0,A man is embarrassed when he finds out his mother is pregnant.,2,10,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,20,68,402
Fargo,1996,"Crime, Drama, Thriller",98 min,8.1,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,3,5,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,27,84,403
All About Eve,1950,Drama,138 min,8.2,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,1,13,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,51,87,406
Per qualche dollaro in più,1965,Western,132 min,8.3,Two bounty hunters with the same intentions team up to track down a Western outlaw.,1,26,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,93,128,407
To Kill a Mockingbird,1962,"Crime, Drama",129 min,8.2,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",2,21,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,86,78,410
Kakushi-toride no san-akunin,1958,"Adventure, Drama",139 min,8.1,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",2,28,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,43,27,411
Nuovo Cinema Paradiso,1988,"Drama, Romance",155 min,8.5,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,2,21,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,5,111,419
Der Untergang,2004,"Biography, Drama, History",156 min,8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",3,13,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,25,57,421
Die Hard,1988,"Action, Thriller",132 min,8.2,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,2,8,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,40,22,423
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",124 min,8.7,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",3,46,2,84.38999999999999,2.949576240750525,0.00281644545160246,0.5063660477453702,0.5384615384615377,0,1,93,3,424
Once Upon a Time in the West,1968,Western,165 min,8.5,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,1,28,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,77,128,426
Chinatown,1974,"Drama, Mystery, Thriller",130 min,8.1,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",3,9,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,39,109,432
Gran Torino,2008,Drama,116 min,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",1,11,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,55,87,435
La vita è bella,1997,"Comedy, Drama, Romance",116 min,8.6,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",3,15,3,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,40,71,436
Anatomy of a Murder,1959,"Crime, Drama, Mystery",161 min,8.0,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",3,19,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,92,82,438
Sin City,2005,"Crime, Thriller",124 min,8.0,"A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",2,8,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,35,86,440
Mary and Max,2009,"Animation, Comedy, Drama",92 min,8.1,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",3,12,5,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,38,47,441
The Departed,2006,"Crime, Drama, Thriller",151 min,8.5,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,3,12,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,22,84,442
Kal Ho Naa Ho,2003,"Comedy, Drama, Musical",186 min,8.0,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",3,13,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,25,70,444
Sherlock Jr.,1924,"Action, Comedy, Romance",45 min,8.2,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",3,12,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,34,9,450
L.A. Confidential,1997,"Crime, Drama, Mystery",138 min,8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",3,17,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,35,82,458
V for Vendetta,2005,"Action, Drama, Sci-Fi",132 min,8.2,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",3,14,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,69,15,460
Taxi Driver,1976,"Crime, Drama",114 min,8.3,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",2,11,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,30,78,464
Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Drama, Fantasy",130 min,8.1,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",3,44,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,20,28,465
Reservoir Dogs,1992,"Crime, Drama, Thriller",99 min,8.3,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",3,14,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,94,84,467
The Last Picture Show,1971,"Drama, Romance",118 min,8.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",2,21,4,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,25,111,468
The Exorcist,1973,Horror,122 min,8.0,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",1,12,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,72,121,469
Vertigo,1958,"Mystery, Romance, Thriller",128 min,8.3,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,3,7,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,12,125,474
Capharnaüm,2018,Drama,126 min,8.4,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",1,10,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,41,87,475
Toy Story 3,2010,"Animation, Adventure, Comedy",103 min,8.2,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",3,11,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,62,42,476
Do the Right Thing,1989,"Comedy, Drama",120 min,8.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",2,18,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,43,68,477
PK,2014,"Comedy, Drama, Musical",153 min,8.1,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,3,2,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,56,70,479
Inception,2010,"Action, Adventure, Sci-Fi",148 min,8.8,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,3,9,0,86.24000000000001,2.9664793948382653,0.0028488183878277763,0.6063660477453716,0.6153846153846156,0,1,83,4,483
The Prestige,2006,"Drama, Mystery, Sci-Fi",130 min,8.5,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",3,12,1,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,44,108,485
Brief Encounter,1945,"Drama, Romance",86 min,8.0,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",2,15,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,12,111,486
Fa yeung nin wah,2000,"Drama, Romance",98 min,8.1,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",2,16,3,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,1,111,488
Kumonosu-jô,1957,"Drama, History",110 min,8.1,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",2,11,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,22,99,489
Jurassic Park,1993,"Action, Adventure, Sci-Fi",127 min,8.1,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,3,13,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,13,4,495
Jungfrukällan,1960,Drama,89 min,8.1,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",1,13,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,9,87,497
Annie Hall,1977,"Comedy, Romance",93 min,8.0,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,2,10,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,50,76,498
Pan's Labyrinth,2006,"Drama, Fantasy, War",118 min,8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",3,15,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,49,96,499
The Wolf of Wall Street,2013,"Biography, Crime, Drama",180 min,8.2,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",3,23,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,81,54,506
Up,2009,"Animation, Adventure, Comedy",96 min,8.2,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",3,2,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,51,42,507
Deadpool,2016,"Action, Adventure, Comedy",108 min,8.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",3,8,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,85,1,512
Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",163 min,8.0,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,3,17,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,21,1,514
Du rififi chez les hommes,1955,"Crime, Drama, Thriller",118 min,8.2,"Four men plan a technically perfect crime, but the human element intervenes...",3,25,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,63,84,515
Double Indemnity,1944,"Crime, Drama, Film-Noir",107 min,8.3,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,3,16,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,73,79,516
El secreto de sus ojos,2009,"Drama, Mystery, Romance",129 min,8.2,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,3,22,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,48,107,519
Koe no katachi,2016,"Animation, Drama, Family",130 min,8.1,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",3,14,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,22,49,521
Rocky,1976,"Drama, Sport",120 min,8.1,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,2,5,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,25,115,523
What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",134 min,8.1,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,3,32,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,35,103,524
JFK,1991,"Drama, History, Thriller",189 min,8.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,3,3,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,96,100,525
Ladri di biciclette,1948,Drama,89 min,8.3,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",1,19,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,51,87,526
Some Like It Hot,1959,"Comedy, Music, Romance",121 min,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",3,16,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,52,75,527
Logan,2017,"Action, Drama, Sci-Fi",137 min,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",3,5,4,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,78,15,528
Touch of Evil,1958,"Crime, Drama, Film-Noir",95 min,8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",3,13,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,39,79,529
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,"Animation, Action, Drama",87 min,8.1,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,3,58,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,39,40,530
Jaws,1975,"Adventure, Thriller",124 min,8.0,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",2,4,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,24,37,531
Uri: The Surgical Strike,2018,"Action, Drama, War",138 min,8.2,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",3,24,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,2,18,537
Dances with Wolves,1990,"Adventure, Drama, Western",181 min,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",3,18,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,73,33,539
Song of the Sea,2014,"Animation, Adventure, Drama",93 min,8.1,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",3,15,4,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,57,43,544
Pâfekuto burû,1997,"Animation, Crime, Mystery",81 min,8.0,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",3,13,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,8,48,553
Stand by Me,1986,"Adventure, Drama",89 min,8.1,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",2,11,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,26,27,556
The Killing,1956,"Crime, Drama, Film-Noir",84 min,8.0,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,3,11,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,17,79,558
The Sting,1973,"Comedy, Crime, Drama",129 min,8.3,Two grifters team up to pull off the ultimate con.,3,9,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,39,63,560
No Country for Old Men,2007,"Crime, Drama, Thriller",122 min,8.1,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,3,22,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,18,84,562
Cinderella Man,2005,"Biography, Drama, History",144 min,8.0,"The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",3,14,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,52,57,566
Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",144 min,8.1,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,3,20,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,78,71,569
La passion de Jeanne d'Arc,1928,"Biography, Drama, History",110 min,8.1,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",3,26,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,36,57,572
The Terminator,1984,"Action, Sci-Fi",107 min,8.0,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",2,14,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,24,21,574
Persepolis,2007,"Animation, Biography, Drama",96 min,8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,3,10,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,8,46,577
Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",189 min,8.1,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",2,27,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,34,111,578
Zerkalo,1975,"Biography, Drama",107 min,8.1,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",2,7,3,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,78,55,582
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",143 min,8.0,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",3,54,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,14,3,583
Dancer in the Dark,2000,"Crime, Drama, Musical",140 min,8.0,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",3,18,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,2,81,584
A Wednesday,2008,"Action, Crime, Drama",104 min,8.1,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,3,11,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,16,11,585
The Help,2011,Drama,146 min,8.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",1,8,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,51,87,589
Tumbbad,2018,"Drama, Fantasy, Horror",104 min,8.3,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,3,7,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,57,93,604
Finding Nemo,2003,"Animation, Adventure, Comedy",100 min,8.1,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",3,12,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,22,42,605
A Beautiful Mind,2001,"Biography, Drama",135 min,8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",2,16,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,39,55,607
The Intouchables,2011,"Biography, Comedy, Drama",112 min,8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",3,16,1,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,67,53,609
Tonari no Totoro,1988,"Animation, Family, Fantasy",86 min,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",3,16,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,33,52,611
Amélie,2001,"Comedy, Romance",122 min,8.3,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",2,6,2,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,71,76,618
Dil Chahta Hai,2001,"Comedy, Drama, Romance",183 min,8.1,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",3,14,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,58,71,620
The Thin Man,1934,"Comedy, Crime, Mystery",91 min,8.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",3,12,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,6,64,624
Kis Uykusu,2014,Drama,196 min,8.1,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,1,10,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,83,87,627
Secrets & Lies,1996,"Comedy, Drama",136 min,8.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",2,14,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,97,68,628
Bound by Honor,1993,"Crime, Drama",180 min,8.0,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",2,14,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,97,78,630
Ford v Ferrari,2019,"Action, Biography, Drama",152 min,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,3,14,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,92,7,633
12 Angry Men,1957,"Crime, Drama",96 min,9.0,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,2,12,0,90.0,3.0,0.0029135642602784073,0.8063660477453709,0.7692307692307688,0,1,51,78,634
American Beauty,1999,Drama,122 min,8.3,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,1,15,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,59,87,643
The Princess Bride,1987,"Adventure, Family, Fantasy",98 min,8.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",3,18,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,41,34,647
Back to the Future,1985,"Adventure, Comedy, Sci-Fi",116 min,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",3,18,3,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,46,26,649
It's a Wonderful Life,1946,"Drama, Family, Fantasy",130 min,8.6,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,3,21,0,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,96,89,650
Mommy,2014,Drama,139 min,8.1,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",1,5,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,70,87,653
Baahubali 2: The Conclusion,2017,"Action, Drama",167 min,8.2,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",2,27,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,16,13,654
